source_plan,taskcard_id,definition_line,definition_text,occurrence_count,master_state,canonical_task_id,disposition
spicy-sparking-gosling.md,TC-INT-007-B,1902,#### TC-INT-007-B — Write backfill-gaps.yaml,7,UNRECONCILED,,
spicy-sparking-gosling.md,TC-INT-007-C,1938,#### TC-INT-007-C — Write Top-3 Repair Stubs and Update V-WEAK Grace Loading,4,UNRECONCILED,,
spicy-sparking-gosling.md,TC-BACKFILL,1928,repair_taskcard: TC-BACKFILL-<FORMAT>-001,7,UNRECONCILED,,
spicy-sparking-gosling.md,TC-INT-008-A,2040,#### TC-INT-008-A — Update Healing Report Phase 2,5,UNRECONCILED,,
spicy-sparking-gosling.md,TC-INT-008-B,2105,#### TC-INT-008-B — Create Evidence Bundle,5,UNRECONCILED,,
spicy-sparking-gosling.md,TC-INT-008-C,2138,#### TC-INT-008-C — Write Terminal Closeout YAML,5,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001,362,### Parent Taskcard ID: TC-SPW-001,66,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-007,2540,### Parent Taskcard ID: TC-SPW-007,19,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003,42,- TC-SPW-003 contains two distinct sub-tasks (split required),4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006,2118,### Parent Taskcard ID: TC-SPW-006,48,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-002,1028,### Parent Taskcard ID: TC-SPW-002,31,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003B,1384,### Parent Taskcard ID: TC-SPW-003B,36,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003A,1226,### Parent Taskcard ID: TC-SPW-003A,33,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-004,1650,### Parent Taskcard ID: TC-SPW-004,40,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-005,1915,### Parent Taskcard ID: TC-SPW-005,29,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-01,458,#### Child Taskcard ID: TC-SPW-001-01,10,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-02,538,#### Child Taskcard ID: TC-SPW-001-02,7,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-03,606,#### Child Taskcard ID: TC-SPW-001-03,8,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-04,674,#### Child Taskcard ID: TC-SPW-001-04,8,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-05,739,#### Child Taskcard ID: TC-SPW-001-05,7,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-06,799,#### Child Taskcard ID: TC-SPW-001-06,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-07,874,#### Child Taskcard ID: TC-SPW-001-07,6,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-08,932,#### Child Taskcard ID: TC-SPW-001-08,5,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-001-09,987,#### Child Taskcard ID: TC-SPW-001-09,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-002-01,1077,#### Child Taskcard ID: TC-SPW-002-01,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-002-02,1108,#### Child Taskcard ID: TC-SPW-002-02,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-002-03,1142,#### Child Taskcard ID: TC-SPW-002-03,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-002-04,1173,#### Child Taskcard ID: TC-SPW-002-04,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-002-05,1200,#### Child Taskcard ID: TC-SPW-002-05,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-002-06,1061,- TC-SPW-002-06: Integration verification,1,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003A-01,1270,#### Child Taskcard ID: TC-SPW-003A-01,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003A-02,1293,#### Child Taskcard ID: TC-SPW-003A-02,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003A-03,1328,#### Child Taskcard ID: TC-SPW-003A-03,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003A-04,1351,#### Child Taskcard ID: TC-SPW-003A-04,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003B-01,1432,#### Child Taskcard ID: TC-SPW-003B-01,5,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003B-02,1458,#### Child Taskcard ID: TC-SPW-003B-02,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003B-03,1506,#### Child Taskcard ID: TC-SPW-003B-03,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003B-04,1531,#### Child Taskcard ID: TC-SPW-003B-04,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003B-05,1556,#### Child Taskcard ID: TC-SPW-003B-05,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003B-06,1598,#### Child Taskcard ID: TC-SPW-003B-06,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-003B-07,1627,#### Child Taskcard ID: TC-SPW-003B-07,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-004-01,1697,#### Child Taskcard ID: TC-SPW-004-01,5,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-004-02,1722,#### Child Taskcard ID: TC-SPW-004-02,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-004-03,1764,#### Child Taskcard ID: TC-SPW-004-03,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-004-04,1806,#### Child Taskcard ID: TC-SPW-004-04,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-004-05,1836,#### Child Taskcard ID: TC-SPW-004-05,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-004-06,1866,#### Child Taskcard ID: TC-SPW-004-06,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-004-07,1891,#### Child Taskcard ID: TC-SPW-004-07,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-005-01,1958,#### Child Taskcard ID: TC-SPW-005-01,5,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-005-02,1983,#### Child Taskcard ID: TC-SPW-005-02,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-005-03,2038,#### Child Taskcard ID: TC-SPW-005-03,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-005-04,2066,#### Child Taskcard ID: TC-SPW-005-04,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-005-05,2091,#### Child Taskcard ID: TC-SPW-005-05,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-FORMULA,2145,- .local/design-artifacts/TC-SPW-006-FORMULA.yaml  (CREATE NEW),7,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-01,2188,#### Child Taskcard ID: TC-SPW-006-01,5,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-02,2214,#### Child Taskcard ID: TC-SPW-006-02,5,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-03,2242,#### Child Taskcard ID: TC-SPW-006-03,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-04,2293,#### Child Taskcard ID: TC-SPW-006-04,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-05,2353,#### Child Taskcard ID: TC-SPW-006-05,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-06,2381,#### Child Taskcard ID: TC-SPW-006-06,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-07,2410,#### Child Taskcard ID: TC-SPW-006-07,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-08,2460,#### Child Taskcard ID: TC-SPW-006-08,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-09,2494,#### Child Taskcard ID: TC-SPW-006-09,2,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-pilot,2506,sprint_id: TC-SPW-006-pilot,1,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-pilot-fods,2524,"Completion check: Audit runs, output written to reports/product-quality/audit-TC-SPW-006-pilot-fods.yaml",1,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-007-01,2562,#### Child Taskcard ID: TC-SPW-007-01,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-007-02,2588,#### Child Taskcard ID: TC-SPW-007-02,4,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-007-03,2612,#### Child Taskcard ID: TC-SPW-007-03,3,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW-006-09-02,2579,Action: Same command as TC-SPW-006-09-02,1,UNRECONCILED,,
splendid-prancing-wind.md,TC-ID,3162,5. Capture evidence immediately (write to .local/evidences/{TC-ID}/).,1,UNRECONCILED,,
splendid-prancing-wind.md,TC-SPW,3238,- All TC-SPW-* taskcards expanded into parent + child + micro-step format,2,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-000,416,| TC-SRB-000 | Copy plan and write plan lock | PARENT | PROPOSED | — |,16,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-090,463,| TC-SRB-090 | Production readiness audit | PARENT | PROPOSED | — |,9,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW1,407,| TC-SRB-RW1 | Resolve PQ-029-ADDRECORD | PARENT | PROPOSED | — |,19,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW2,411,| TC-SRB-RW2 | Resolve PQ-019-020-CLI-STUBS | PARENT | PROPOSED | — |,16,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-001,419,| TC-SRB-001 | Run check_continuation baseline | PARENT | PROPOSED | — |,13,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-002,422,| TC-SRB-002 | Capture state baseline | PARENT | PROPOSED | — |,11,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-010,423,| TC-SRB-010 | Build sprint inventory | PARENT | PROPOSED | — |,15,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-013,429,| TC-SRB-013 | Establish sprint identity contract | PARENT | PROPOSED | — |,11,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW1-01,408,| TC-SRB-RW1-01 | Verify AddRecord in NdjsonDocument.cs | CHILD | TODO | TC-SRB-RW1 |,7,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW1-02,409,| TC-SRB-RW1-02 | Implement AddRecord if missing | CHILD | TODO | TC-SRB-RW1 |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW1-03,410,| TC-SRB-RW1-03 | Write test and declare evidence | CHILD | TODO | TC-SRB-RW1 |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW2-01,412,| TC-SRB-RW2-01 | Audit 18 missing packages | CHILD | TODO | TC-SRB-RW2 |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW2-02,413,| TC-SRB-RW2-02 | Implement CLI entry points for 18 packages | CHILD | TODO | TC-SRB-RW2 |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW2-03,414,| TC-SRB-RW2-03 | Implement type stubs for 18 packages | CHILD | TODO | TC-SRB-RW2 |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-RW2-04,415,| TC-SRB-RW2-04 | Test and declare evidence | CHILD | TODO | TC-SRB-RW2 |,4,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-000-01,417,| TC-SRB-000-01 | Copy plan file to repo | CHILD | TODO | TC-SRB-000 |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-000-02,418,| TC-SRB-000-02 | Write plan lock | CHILD | TODO | TC-SRB-000 |,7,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-001-01,420,| TC-SRB-001-01 | Run check_continuation.py | CHILD | TODO | TC-SRB-001 |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-001-02,421,| TC-SRB-001-02 | Fix any STOP condition | CHILD | TODO | TC-SRB-001 |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-010-01,424,| TC-SRB-010-01 | Enumerate plan-locks | CHILD | TODO | TC-SRB-010 |,4,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-010-02,425,| TC-SRB-010-02 | Enumerate evidence bundles | CHILD | TODO | TC-SRB-010 |,4,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-010-03,426,| TC-SRB-010-03 | Write sprint-inventory.json | CHILD | TODO | TC-SRB-010 |,3,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-011,427,| TC-SRB-011 | Detect sprint anomalies | PARENT | PROPOSED | — |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-012,428,| TC-SRB-012 | Fix stale/orphan locks | PARENT | PROPOSED | — |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-020,430,| TC-SRB-020 | Implement sprint_number_allocator.py | PARENT | PROPOSED | — |,15,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-020-01,431,| TC-SRB-020-01 | Create ledger schema + empty ledger | CHILD | TODO | TC-SRB-020 |,3,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-020-02,432,| TC-SRB-020-02 | Implement load_ledger + find_highest | CHILD | TODO | TC-SRB-020 |,4,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-020-03,433,| TC-SRB-020-03 | Implement allocate subcommand | CHILD | TODO | TC-SRB-020 |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-020-04,434,| TC-SRB-020-04 | Implement recover subcommand | CHILD | TODO | TC-SRB-020 |,3,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-020-05,435,| TC-SRB-020-05 | Implement status + list subcommands | CHILD | TODO | TC-SRB-020 |,3,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-021,436,| TC-SRB-021 | Register allocator as skill | PARENT | PROPOSED | — |,8,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-022,437,| TC-SRB-022 | Test allocator idempotency | PARENT | PROPOSED | — |,12,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-022-01,438,| TC-SRB-022-01 | Test same alias → same number | CHILD | TODO | TC-SRB-022 |,4,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-022-02,439,| TC-SRB-022-02 | Test different alias → next number | CHILD | TODO | TC-SRB-022 |,4,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-022-03,440,| TC-SRB-022-03 | Verify ledger entry count | CHILD | TODO | TC-SRB-022 |,3,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-022-04,441,| TC-SRB-022-04 | Verify no stale lock file remains | CHILD | TODO | TC-SRB-022 |,3,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-023,442,| TC-SRB-023 | Concurrent allocation safety pilot | PARENT | PROPOSED | — |,8,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-024,443,| TC-SRB-024 | Interrupted allocation recovery | PARENT | PROPOSED | — |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-030,444,| TC-SRB-030 | Reproduce AUTONOMOUS_CONTINUE:NO | PARENT | PROPOSED | — |,7,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-031,445,| TC-SRB-031 | Add continuation_reason_codes field | PARENT | PROPOSED | — |,12,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-031-01,446,| TC-SRB-031-01 | Read autonomous_cycle.py signal writer | CHILD | TODO | TC-SRB-031 |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-031-02,447,| TC-SRB-031-02 | Add continuation_reason_codes field | CHILD | TODO | TC-SRB-031 |,4,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-031-03,448,| TC-SRB-031-03 | Test field appears after autonomous-cycle | CHILD | TODO | TC-SRB-031 |,3,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-032,449,| TC-SRB-032 | Governance recovery pilot | PARENT | PROPOSED | — |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-040,450,| TC-SRB-040 | Add production section to master-plan.md | PARENT | PROPOSED | — |,9,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P01,451,| TC-SRB-P01 | Pilot 1: Sprint monotonicity | PARENT | PROPOSED | — |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P02,452,| TC-SRB-P02 | Pilot 2: Concurrent allocation | PARENT | PROPOSED | — |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P03,453,| TC-SRB-P03 | Pilot 3: Interrupted recovery | PARENT | PROPOSED | — |,4,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P04,454,| TC-SRB-P04 | Pilot 4: Governance repair | PARENT | PROPOSED | — |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P05,455,| TC-SRB-P05 | Pilot 5: Missing skill handling | PARENT | PROPOSED | — |,5,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P06,456,| TC-SRB-P06 | Pilot 6: Product deepening | PARENT | PROPOSED | — |,8,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P07,457,| TC-SRB-P07 | Pilot 7: Shared machinery regression | PARENT | PROPOSED | — |,7,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P08,458,| TC-SRB-P08 | Pilot 8: 3 consecutive autonomous sprints | PARENT | PROPOSED | — |,9,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P09,459,| TC-SRB-P09 | Pilot 9: Gate 11 simulated stop | PARENT | PROPOSED | — |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-P10,460,| TC-SRB-P10 | Pilot 10: No-change idempotency | PARENT | PROPOSED | — |,7,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-070,461,| TC-SRB-070 | Product deepening sprint 1 | PARENT | PROPOSED | — |,7,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-071,462,| TC-SRB-071 | Product deepening sprint 2 | PARENT | PROPOSED | — |,6,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-040-01,1999,#### TC-SRB-040-01 — Locate insertion point in master-plan.md,3,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-040-02,2027,#### TC-SRB-040-02 — Append production design section,2,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB-NNN,2676,- taskcard_id: TC-SRB-NNN,1,UNRECONCILED,,
splendid-roaming-beaver.md,TC-SRB,2775,stable_id_prefix: TC-SRB-,1,UNRECONCILED,,
splendid-squishing-orbit.md,TC-001,2633,| TC-001 | fods-missing-methods-origin.yaml exists | Check file at path | file present; YAML parses | YES | evidence |,15,UNRECONCILED,,
splendid-squishing-orbit.md,TC-002,2635,| TC-002 | All OPEN gaps have existent files | Grep listed paths | All paths exist | YES | integration |,9,UNRECONCILED,,
splendid-squishing-orbit.md,TC-003,2637,| TC-003 | V88 fires on SetRowHeight (FodsDocumentEditOps.cs) | Run V88 on file | Finding reported | YES | unit |,20,UNRECONCILED,,
splendid-squishing-orbit.md,TC-004,2641,| TC-004 | New `return false;` in PRODUCT_SOURCE → blocks sprint | Synthetic test | V87 FAIL | YES | unit |,14,UNRECONCILED,,
splendid-squishing-orbit.md,TC-005,2643,| TC-005 | New dict-only setter → V90 blocks sprint | Synthetic test | V90 FAIL | YES | unit |,6,UNRECONCILED,,
splendid-squishing-orbit.md,TC-006,2644,| TC-006 | Expired whitelist entry → blocks sprint | Synthetic test (past review_due) | V_WHITELIST_EXPIRY FAIL | YES | unit |,8,UNRECONCILED,,
splendid-squishing-orbit.md,TC-007,2645,| TC-007 | data_source=unsupported property → oracle D0 | Oracle unit test | depth_level=D0 | YES | unit |,10,UNRECONCILED,,
splendid-squishing-orbit.md,TC-008,2646,| TC-008 | PERSISTENT_PROPERTY without roundtrip → WARN | Synthetic declaration | Phase 13 WARN | YES | unit |,11,UNRECONCILED,,
splendid-squishing-orbit.md,TC-009,2647,| TC-009 | New COLLECTION_STUB comment → blocks sprint | Synthetic .cs file | Validator FAIL | YES | unit |,11,UNRECONCILED,,
splendid-squishing-orbit.md,TC-010,2648,| TC-010 | Goal without spec_fact_id → UNSUPPORTED task | Unit test on generator | Task type=UNSUPPORTED | YES | unit |,12,UNRECONCILED,,
splendid-squishing-orbit.md,TC-011,2649,| TC-011 | OPEN gap with absent file → drift report | Run cycle mock | gap-ledger-drift.json shows gap | YES | integration |,7,UNRECONCILED,,
splendid-squishing-orbit.md,TC-012,2650,"| TC-012 | No COLLECTION_STUB dict fields in SheetFeatures | Grep _filters,_pageBreaks,_groups,_sheetProtection | 0 occurrences | YES | source |",29,UNRECONCILED,,
splendid-squishing-orbit.md,TC-013,1787,#### TC-FGSQ-014-04 — Create gaps for failures; extend TC-013 if needed,28,UNRECONCILED,,
splendid-squishing-orbit.md,TC-014,2655,| TC-014 | CATEGORY_B_FULLY_VERIFIED or new gaps created | category-b-verification.yaml | Explicit status | YES | evidence |,17,UNRECONCILED,,
splendid-squishing-orbit.md,TC-015,2656,| TC-015 | GetSheetRightToLeft throws NSE | dotnet test focused test | Test passes | YES | unit |,13,UNRECONCILED,,
splendid-squishing-orbit.md,TC-016,2657,| TC-016 | FodsDocumentExtendedApis.cs absent | ls src/net/fods/ | Not in listing | YES | source |,10,UNRECONCILED,,
splendid-squishing-orbit.md,TC-017,2660,| TC-017 | FodsDocument.cs ≤800 LOC | wc -l or python count | ≤800 | YES | source |,7,UNRECONCILED,,
splendid-squishing-orbit.md,TC-018,2662,| TC-018 | V65/V77 PASS for Python FODS | governance_validator_runner.py | V65/V77 PASS | YES | integration |,14,UNRECONCILED,,
splendid-squishing-orbit.md,TC-019,2664,| TC-019 | Zero DICT_DEFAULT tests remain | Re-run classification | 0 in DICT_DEFAULT category | YES | validation |,5,UNRECONCILED,,
splendid-squishing-orbit.md,TC-020,2665,| TC-020 | All 8 roundtrip tests pass | dotnet test focused | 8/8 pass | YES | integration |,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-021,2666,| TC-021 | PRODUCT_LIBRARIES_NOT_SCANNED = 0 (.NET) | Read inventory YAML | 0 | YES | evidence |,11,UNRECONCILED,,
splendid-squishing-orbit.md,TC-022,2667,| TC-022 | PRODUCT_LIBRARIES_NOT_SCANNED = 0 (Python) | Read inventory YAML | 0 | YES | evidence |,7,UNRECONCILED,,
splendid-squishing-orbit.md,TC-023,2668,| TC-023 | No Gate 11 criterion counts UNSUPPORTED as PASS | Read format-registry.yaml | All affected = REOPENED | YES | evidence |,6,UNRECONCILED,,
splendid-squishing-orbit.md,TC-024,2669,| TC-024 | All 10 pilots recorded | Read fods-pilot-results.yaml | 10 entries | YES | evidence |,7,UNRECONCILED,,
splendid-squishing-orbit.md,TC-025,2670,| TC-025 | All required counters = 0 (Run 1) | Read fods-final-verification.yaml | All = 0 | YES | validation |,6,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-001,258,### TC-FGSQ-001 — Build Method Ledger for FodsDocumentExtendedApis.cs,12,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-012,1429,### TC-FGSQ-012 — Resolve COLLECTION_STUB Methods in SheetFeatures.cs,13,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-013,1556,### TC-FGSQ-013 — Resolve All TODO(GI-FODS-NET-*) Stubs,19,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-014,1728,### TC-FGSQ-014 — Verify Category B XML Grounding Is Real,7,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-001-01,288,#### TC-FGSQ-001-01 — Read and inventory all public methods in ExtendedApis.cs,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-001-02,306,#### TC-FGSQ-001-02 — Trace each getter to dict vs XElement,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-001-03,324,#### TC-FGSQ-001-03 — Trace each setter to dict vs SetAttributeValue,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-001-04,342,#### TC-FGSQ-001-04 — Assign disposition to each method,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-001-05,367,#### TC-FGSQ-001-05 — Write fods-missing-methods-origin.yaml,3,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-002,386,### TC-FGSQ-002 — Reconcile Gap Ledger to Current Code Topology,9,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-002-01,414,#### TC-FGSQ-002-01 — Read complete gap ledger,5,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-011,1343,### TC-FGSQ-011 — Add Gap Ledger File-System Reconciliation to Autonomous Cycle,7,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-002-02,430,#### TC-FGSQ-002-02 — Verify file existence for each OPEN gap,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-002-03,446,#### TC-FGSQ-002-03 — Update PCG-006/007 files: lists,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-002-04,463,#### TC-FGSQ-002-04 — Map GI-FODS-NET-* comments to current file and line,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-002-05,478,#### TC-FGSQ-002-05 — Add reconciled_at timestamps,3,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003,504,### TC-FGSQ-003 — Rewrite V88 with Per-Method Setter Analysis,12,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-005,815,### TC-FGSQ-005 — Change V90/V91 from Warn to Block,8,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-004,694,### TC-FGSQ-004 — Remove PRODUCT_SOURCE Exemption from V87,10,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-006,909,### TC-FGSQ-006 — Add Governance to the V87 Whitelist,9,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003-01,556,#### TC-FGSQ-003-01 — Read current V88 implementation,3,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003-02,573,#### TC-FGSQ-003-02 — Implement extract_method_bodies() helper,6,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003-03,590,#### TC-FGSQ-003-03 — Implement check_setter_without_xml_write(),3,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003-04,608,#### TC-FGSQ-003-04 — Implement check_getter_without_xml_read(),3,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003-05,625,#### TC-FGSQ-003-05 — Replace old proximity logic; set blocks_sprint=True,5,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003-06,643,#### TC-FGSQ-003-06 — Create synthetic test fixture .cs files,4,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003-07,659,#### TC-FGSQ-003-07 — Write unit tests for V88,3,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-003-08,677,#### TC-FGSQ-003-08 — Update expected_count in governance runner,3,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-007,991,### TC-FGSQ-007 — Add Data Provenance to Oracle Depth Scoring,8,UNRECONCILED,,
splendid-squishing-orbit.md,TC-FGSQ-004-01,720,#### TC-FGSQ-004-01 — Read current V87 logic,3,UNRECONCILED,,
